date,state,tests,cases,hospitalizations,deaths
2020-02-28,NJ,0,0,0,0
2020-02-28,VA,0,0,0,0
2020-02-28,WA,0,2,0,2
2020-02-29,CT,0,0,0,0
2020-02-29,FL,0,0,0,0
2020-02-29,IN,2,0,0,0
2020-02-29,MA,1,0,0,0
2020-02-29,NE,15,0,0,0
2020-02-29,NJ,0,0,0,0
2020-02-29,VA,2,0,0,0
2020-02-29,WA,42,3,0,1
2020-03-01,CT,1,0,0,0
2020-03-01,FL,0,0,0,0
2020-03-01,IN,2,0,0,0
2020-03-01,MA,4,0,0,0
2020-03-01,MI,0,0,0,0
2020-03-01,NE,11,0,0,0
2020-03-01,NJ,0,0,0,0
2020-03-01,RI,0,0,0,0
2020-03-01,VA,2,0,0,0
2020-03-01,WA,75,8,0,3
2020-03-01,WY,0,0,0,0
2020-03-02,CT,4,0,0,0
2020-03-02,FL,0,0,0,0
2020-03-02,IN,0,0,0,0
2020-03-02,MA,6,0,0,0
2020-03-02,MI,0,13,0,0
2020-03-02,NE,0,0,0,0
2020-03-02,NJ,0,0,0,0
2020-03-02,NY,0,0,0,0
2020-03-02,RI,4,0,0,0
2020-03-02,VA,1,0,0,0
2020-03-02,WA,188,17,0,3
2020-03-02,WY,0,0,0,0
2020-03-03,CT,4,0,0,0
2020-03-03,FL,4,2,0,0
2020-03-03,IN,2,0,0,0
2020-03-03,MA,15,0,0,0
2020-03-03,MI,0,23,0,0
2020-03-03,NE,12,0,0,0
2020-03-03,NJ,0,0,0,0
2020-03-03,NY,1,1,0,0
2020-03-03,PA,0,0,0,0
2020-03-03,RI,1,0,0,0
2020-03-03,TX,0,0,0,0
2020-03-03,VT,0,0,0,0
2020-03-03,VA,1,0,0,0
2020-03-03,WA,226,16,0,3
2020-03-03,WI,0,0,0,0
2020-03-03,WY,0,0,0,0
2020-03-04,AZ,0,0,0,0
2020-03-04,CA,0,0,0,0
2020-03-04,CO,0,0,0,0
2020-03-04,CT,12,0,0,0
2020-03-04,FL,3,1,0,0
2020-03-04,GA,0,0,0,0
2020-03-04,HI,0,0,0,0
2020-03-04,IL,0,0,0,0
2020-03-04,IN,4,0,0,0
2020-03-04,MA,22,2,0,0
2020-03-04,MI,0,24,0,0
2020-03-04,NE,0,0,0,0
2020-03-04,NH,0,0,0,0
2020-03-04,NJ,0,0,0,0
2020-03-04,NY,9,0,0,0
2020-03-04,NC,0,0,0,0
2020-03-04,OR,0,0,0,0
2020-03-04,PA,5,0,0,0
2020-03-04,RI,2,0,0,0
2020-03-04,SC,0,0,0,0
2020-03-04,TX,14,0,0,0
2020-03-04,VT,3,0,0,0
2020-03-04,VA,1,0,0,0
2020-03-04,WA,251,34,0,2
2020-03-04,WI,0,1,0,0
2020-03-04,WY,3,0,0,0
2020-03-05,AZ,30,0,1,0
2020-03-05,CA,0,0,0,0
2020-03-05,CO,0,0,0,0
2020-03-05,CT,12,0,0,0
2020-03-05,FL,19,4,0,0
2020-03-05,GA,0,0,0,0
2020-03-05,HI,1,0,0,0
2020-03-05,IL,0,1,0,0
2020-03-05,IN,5,0,0,0
2020-03-05,MD,0,0,0,0
2020-03-05,MA,36,0,0,0
2020-03-05,MI,0,26,0,0
2020-03-05,NE,18,0,0,0
2020-03-05,NV,0,0,0,0
2020-03-05,NH,3,0,0,0
2020-03-05,NJ,2,2,0,0
2020-03-05,NM,0,0,0,0
2020-03-05,NY,20,2,0,0
2020-03-05,NC,0,0,0,0
2020-03-05,OH,0,0,0,0
2020-03-05,OR,0,3,0,0
2020-03-05,PA,2,0,0,0
2020-03-05,RI,12,1,0,0
2020-03-05,SC,0,0,0,0
2020-03-05,TN,0,0,0,0
2020-03-05,TX,930,0,0,0
2020-03-05,VT,3,0,0,0
2020-03-05,VA,1,0,0,0
2020-03-05,WA,374,24,0,4
2020-03-05,WI,5,0,0,0
2020-03-05,WY,4,0,0,0
2020-03-05,NA,0,0,0,0
2020-03-06,AK,0,0,0,0
2020-03-06,AZ,17,1,1,0
2020-03-06,AR,0,0,0,0
2020-03-06,CA,7,7,0,0
2020-03-06,CO,0,6,0,0
2020-03-06,CT,15,0,0,0
2020-03-06,DE,0,0,0,0
2020-03-06,FL,27,1,0,0
2020-03-06,GA,0,0,0,0
2020-03-06,HI,4,0,0,0
2020-03-06,IL,0,0,0,0
2020-03-06,IN,2,1,0,0
2020-03-06,IA,0,0,0,0
2020-03-06,KS,0,0,0,0
2020-03-06,KY,0,0,0,0
2020-03-06,MD,0,3,0,0
2020-03-06,MA,49,6,0,0
2020-03-06,MI,0,40,0,0
2020-03-06,MN,0,0,0,0
2020-03-06,NE,6,0,0,0
2020-03-06,NV,16,2,0,0
2020-03-06,NH,28,0,0,0
2020-03-06,NJ,2,2,0,0
2020-03-06,NM,10,0,0,0
2020-03-06,NY,92,22,0,0
2020-03-06,NC,0,1,0,0
2020-03-06,OH,3,0,0,0
2020-03-06,OR,0,0,0,0
2020-03-06,PA,4,2,0,0
2020-03-06,RI,4,0,0,0
2020-03-06,SC,0,0,0,0
2020-03-06,TN,0,0,0,0
2020-03-06,TX,1286,5,0,0
2020-03-06,VT,4,0,0,0
2020-03-06,VA,2,0,0,0
2020-03-06,WA,511,38,0,6
2020-03-06,WV,0,0,0,0
2020-03-06,WI,9,0,0,0
2020-03-06,WY,0,0,0,0
2020-03-06,NA,2,0,0,0
2020-03-07,AL,0,0,0,0
2020-03-07,AK,4,0,0,0
2020-03-07,AZ,37,2,0,0
2020-03-07,AR,0,0,0,0
2020-03-07,CA,9,9,0,0
2020-03-07,CO,0,0,0,0
2020-03-07,CT,13,0,0,0
2020-03-07,DE,0,0,0,0
2020-03-07,FL,48,0,0,0
2020-03-07,GA,0,4,0,0
2020-03-07,HI,0,1,0,0
2020-03-07,ID,0,0,0,0
2020-03-07,IL,0,1,0,0
2020-03-07,IN,8,0,0,0
2020-03-07,IA,0,0,0,0
2020-03-07,KS,7,0,0,0
2020-03-07,KY,3,1,0,0
2020-03-07,LA,0,0,0,0
2020-03-07,ME,0,0,0,0
2020-03-07,MD,0,0,0,0
2020-03-07,MA,100,5,0,0
2020-03-07,MI,0,48,0,0
2020-03-07,MN,13,1,0,0
2020-03-07,MS,0,0,0,0
2020-03-07,MO,0,0,0,0
2020-03-07,MT,0,0,0,0
2020-03-07,NE,7,1,0,0
2020-03-07,NV,25,1,0,0
2020-03-07,NH,9,0,0,0
2020-03-07,NJ,0,0,0,0
2020-03-07,NM,0,0,0,0
2020-03-07,NY,66,11,0,0
2020-03-07,NC,0,0,0,0
2020-03-07,ND,0,0,0,0
2020-03-07,OH,2,0,0,0
2020-03-07,OK,0,0,0,0
2020-03-07,OR,0,0,0,0
2020-03-07,PA,16,2,0,0
2020-03-07,RI,13,0,0,0
2020-03-07,SC,5,2,0,0
2020-03-07,SD,0,0,0,0
2020-03-07,TN,0,0,0,0
2020-03-07,TX,24,0,0,0
2020-03-07,UT,0,0,0,0
2020-03-07,VT,7,0,0,0
2020-03-07,VA,2,0,0,0
2020-03-07,WA,425,51,0,1
2020-03-07,WV,0,0,0,0
2020-03-07,WI,10,0,0,0
2020-03-07,WY,0,0,0,0
2020-03-07,NA,0,0,0,0
2020-03-08,AL,0,0,0,0
2020-03-08,AK,2,0,0,0
2020-03-08,AZ,13,0,0,0
2020-03-08,AR,0,0,0,0
2020-03-08,CA,19,19,0,0
2020-03-08,CO,0,1,0,0
2020-03-08,CT,23,1,0,0
2020-03-08,DE,0,0,0,0
2020-03-08,FL,27,4,0,0
2020-03-08,GA,0,1,0,0
2020-03-08,HI,2,0,0,0
2020-03-08,ID,0,0,0,0
2020-03-08,IL,0,0,0,0
2020-03-08,IN,6,1,0,0
2020-03-08,IA,0,0,0,0
2020-03-08,KS,1,1,0,0
2020-03-08,KY,4,0,0,0
2020-03-08,LA,5,0,0,0
2020-03-08,ME,0,0,0,0
2020-03-08,MD,0,0,0,0
2020-03-08,MA,61,0,0,0
2020-03-08,MI,0,63,0,0
2020-03-08,MN,0,0,0,0
2020-03-08,MS,0,0,0,0
2020-03-08,MO,8,1,0,0
2020-03-08,MT,0,0,0,0
2020-03-08,NE,13,0,0,0
2020-03-08,NV,30,0,0,0
2020-03-08,NH,30,2,0,0
2020-03-08,NJ,33,2,0,0
2020-03-08,NM,36,0,0,0
2020-03-08,NY,200,24,0,0
2020-03-08,NC,0,0,0,0
2020-03-08,ND,0,0,0,0
2020-03-08,OH,1,0,0,0
2020-03-08,OK,8,0,0,0
2020-03-08,OR,0,4,0,0
2020-03-08,PA,12,2,0,0
2020-03-08,RI,19,0,0,0
2020-03-08,SC,0,0,0,0
2020-03-08,SD,0,0,0,0
2020-03-08,TN,0,2,0,0
2020-03-08,TX,8,0,0,0
2020-03-08,UT,11,0,0,0
2020-03-08,VT,9,1,0,0
2020-03-08,VA,5,2,0,0
2020-03-08,WA,540,38,0,4
2020-03-08,WV,0,0,0,0
2020-03-08,WI,0,0,0,0
2020-03-08,WY,1,0,0,0
2020-03-08,NA,3,1,0,0
2020-03-09,AL,0,0,0,0
2020-03-09,AK,9,0,1,0
2020-03-09,AZ,17,0,2,0
2020-03-09,AR,6,0,0,0
2020-03-09,CA,254,26,0,0
2020-03-09,CO,0,3,0,0
2020-03-09,CT,35,0,0,0
2020-03-09,DE,0,0,0,0
2020-03-09,FL,36,1,0,0
2020-03-09,GA,6,5,0,0
2020-03-09,HI,2,1,0,0
2020-03-09,ID,14,0,0,0
2020-03-09,IL,0,1,0,0
2020-03-09,IN,9,0,0,0
2020-03-09,IA,14,3,0,0
2020-03-09,KS,0,0,0,0
2020-03-09,KY,7,3,0,0
2020-03-09,LA,1,1,0,0
2020-03-09,ME,0,0,0,0
2020-03-09,MD,0,2,0,0
2020-03-09,MA,81,28,0,0
2020-03-09,MI,0,121,0,0
2020-03-09,MN,35,3,0,0
2020-03-09,MS,0,0,0,0
2020-03-09,MO,5,0,0,0
2020-03-09,MT,0,0,0,0
2020-03-09,NE,9,2,0,0
2020-03-09,NV,23,1,0,0
2020-03-09,NH,17,0,0,0
2020-03-09,NJ,13,9,0,0
2020-03-09,NM,11,0,0,0
2020-03-09,NY,307,28,0,0
2020-03-09,NC,0,0,0,0
2020-03-09,ND,0,0,0,0
2020-03-09,OH,2,3,0,0
2020-03-09,OK,0,0,0,0
2020-03-09,OR,0,7,0,0
2020-03-09,PA,17,4,0,0
2020-03-09,RI,18,1,0,0
2020-03-09,SC,21,5,0,0
2020-03-09,SD,0,0,0,0
2020-03-09,TN,0,0,0,0
2020-03-09,TX,18,7,0,0
2020-03-09,UT,7,0,0,0
2020-03-09,VT,5,0,0,0
2020-03-09,VA,1,1,0,0
2020-03-09,WA,1041,38,0,4
2020-03-09,WV,0,0,0,0
2020-03-09,WI,0,0,0,0
2020-03-09,WY,10,0,0,0
2020-03-09,NA,4,0,0,0
2020-03-10,AL,0,0,0,0
2020-03-10,AK,0,0,0,0
2020-03-10,AZ,75,1,0,0
2020-03-10,AR,0,0,0,0
2020-03-10,CA,19,19,0,0
2020-03-10,CO,0,16,0,0
2020-03-10,CT,46,1,0,0
2020-03-10,DE,0,0,0,0
2020-03-10,FL,84,5,0,0
2020-03-10,GA,23,5,0,0
2020-03-10,HI,1,0,0,0
2020-03-10,ID,0,0,0,0
2020-03-10,IL,326,12,0,0
2020-03-10,IN,33,4,0,0
2020-03-10,IA,11,5,0,0
2020-03-10,KS,6,0,0,0
2020-03-10,KY,13,2,0,0
2020-03-10,LA,6,0,0,0
2020-03-10,ME,0,0,0,0
2020-03-10,MD,0,1,0,0
2020-03-10,MA,109,51,0,0
2020-03-10,MI,3,156,0,0
2020-03-10,MN,58,6,0,0
2020-03-10,MS,0,0,0,0
2020-03-10,MO,6,0,0,0
2020-03-10,MT,4,0,0,0
2020-03-10,NE,15,0,0,0
2020-03-10,NV,75,0,0,0
2020-03-10,NH,25,0,0,0
2020-03-10,NJ,10,1,0,0
2020-03-10,NM,0,0,0,0
2020-03-10,NY,401,63,0,0
2020-03-10,NC,0,5,0,0
2020-03-10,ND,7,0,0,0
2020-03-10,OH,11,0,0,0
2020-03-10,OK,8,1,0,0
2020-03-10,OR,0,0,0,0
2020-03-10,PA,16,2,0,0
2020-03-10,RI,16,1,0,0
2020-03-10,SC,0,0,0,0
2020-03-10,SD,0,0,0,0
2020-03-10,TN,0,4,0,0
2020-03-10,TX,50,3,0,0
2020-03-10,UT,12,1,0,0
2020-03-10,VT,7,0,0,0
2020-03-10,VA,10,5,0,0
2020-03-10,WA,1813,61,0,2
2020-03-10,WV,0,0,0,0
2020-03-10,WI,9,1,0,0
2020-03-10,WY,7,0,0,0
2020-03-10,NA,7,4,0,0
2020-03-11,AL,10,0,0,0
2020-03-11,AK,23,0,0,0
2020-03-11,AZ,63,3,3,0
2020-03-11,AR,0,0,0,0
2020-03-11,CA,250,24,0,0
2020-03-11,CO,70,17,0,0
2020-03-11,CT,27,1,0,0
2020-03-11,DE,10,1,0,0
2020-03-11,FL,71,2,0,2
2020-03-11,GA,15,5,0,0
2020-03-11,HI,3,0,0,0
2020-03-11,ID,26,0,0,0
2020-03-11,IL,41,0,0,0
2020-03-11,IN,58,4,0,0
2020-03-11,IA,19,5,0,0
2020-03-11,KS,24,0,0,0
2020-03-11,KY,20,2,0,0
2020-03-11,LA,31,5,0,0
2020-03-11,ME,43,0,0,0
2020-03-11,MD,0,3,0,0
2020-03-11,MA,182,0,0,0
2020-03-11,MI,1,199,0,0
2020-03-11,MN,95,10,0,0
2020-03-11,MS,20,0,0,0
2020-03-11,MO,12,0,0,0
2020-03-11,MT,6,0,0,0
2020-03-11,NE,34,2,0,0
2020-03-11,NV,107,4,0,0
2020-03-11,NH,44,0,0,0
2020-03-11,NJ,20,7,0,1
2020-03-11,NM,30,0,0,0
2020-03-11,NY,425,44,0,0
2020-03-11,NC,0,0,0,0
2020-03-11,ND,2,0,0,0
2020-03-11,OH,43,1,0,0
2020-03-11,OK,0,0,0,0
2020-03-11,OR,0,1,0,0
2020-03-11,PA,33,4,0,0
2020-03-11,RI,27,0,0,0
2020-03-11,SC,10,2,0,0
2020-03-11,SD,0,5,0,0
2020-03-11,TN,0,0,0,0
2020-03-11,TX,135,3,0,0
2020-03-11,UT,26,0,0,0
2020-03-11,VT,28,0,0,0
2020-03-11,VA,11,1,0,0
2020-03-11,WA,2319,62,0,3
2020-03-11,WV,0,0,0,0
2020-03-11,WI,19,1,0,0
2020-03-11,WY,11,0,0,0
2020-03-11,NA,3,0,0,0
2020-03-12,AL,0,0,0,0
2020-03-12,AK,0,0,0,0
2020-03-12,AZ,137,0,5,0
2020-03-12,AR,18,6,0,0
2020-03-12,CA,45,45,0,4
2020-03-12,CO,128,27,0,0
2020-03-12,CT,61,3,0,0
2020-03-12,DE,2,3,0,0
2020-03-12,FL,53,6,0,0
2020-03-12,GA,37,9,0,0
2020-03-12,HI,1,0,0,0
2020-03-12,ID,26,0,0,0
2020-03-12,IL,51,6,0,0
2020-03-12,IN,68,2,0,0
2020-03-12,IA,22,1,0,0
2020-03-12,KS,3,3,0,0
2020-03-12,KY,10,0,0,0
2020-03-12,LA,8,8,0,0
2020-03-12,ME,23,1,0,0
2020-03-12,MD,0,3,0,0
2020-03-12,MA,432,3,0,0
2020-03-12,MI,24,270,0,1
2020-03-12,MN,112,22,0,0
2020-03-12,MS,22,1,0,0
2020-03-12,MO,11,0,0,0
2020-03-12,MT,14,1,0,0
2020-03-12,NE,21,5,0,0
2020-03-12,NV,146,3,0,0
2020-03-12,NH,42,2,0,0
2020-03-12,NJ,26,9,0,0
2020-03-12,NM,42,4,0,0
2020-03-12,NY,553,56,0,0
2020-03-12,NC,0,5,0,0
2020-03-12,ND,8,1,0,0
2020-03-12,OH,81,1,0,0
2020-03-12,OK,22,1,0,0
2020-03-12,OR,0,4,0,0
2020-03-12,PA,40,6,0,0
2020-03-12,RI,34,8,0,0
2020-03-12,SC,17,1,0,0
2020-03-12,SD,17,3,0,0
2020-03-12,TN,0,11,0,0
2020-03-12,TX,305,4,0,0
2020-03-12,UT,58,2,0,0
2020-03-12,VT,33,1,0,0
2020-03-12,VA,32,8,0,0
2020-03-12,WA,3809,110,0,4
2020-03-12,WV,0,0,0,0
2020-03-12,WI,46,6,0,0
2020-03-12,WY,38,1,0,0
2020-03-12,NA,5,5,0,0
2020-03-13,AL,2,1,0,0
2020-03-13,AK,14,0,0,0
2020-03-13,AZ,391,0,6,0
2020-03-13,AR,9,3,0,0
2020-03-13,CA,0,0,0,0
2020-03-13,CO,135,29,0,1
2020-03-13,CT,97,0,0,0
2020-03-13,DE,7,0,0,0
2020-03-13,FL,118,5,0,0
2020-03-13,GA,255,11,0,1
2020-03-13,HI,5,0,0,0
2020-03-13,ID,38,0,0,0
2020-03-13,IL,26,7,0,0
2020-03-13,IN,210,0,0,0
2020-03-13,IA,18,2,0,0
2020-03-13,KS,54,2,0,0
2020-03-13,KY,54,3,0,0
2020-03-13,LA,22,22,0,0
2020-03-13,ME,70,2,0,0
2020-03-13,MD,0,5,0,0
2020-03-13,MA,985,28,0,0
2020-03-13,MI,21,364,0,0
2020-03-13,MN,253,19,0,0
2020-03-13,MS,3,3,0,0
2020-03-13,MO,22,1,0,0
2020-03-13,MT,21,0,0,0
2020-03-13,NE,33,3,0,0
2020-03-13,NV,347,10,0,0
2020-03-13,NH,45,0,0,0
2020-03-13,NJ,48,25,0,0
2020-03-13,NM,44,2,0,0
2020-03-13,NY,762,102,0,0
2020-03-13,NC,0,3,0,0
2020-03-13,ND,12,0,0,0
2020-03-13,OH,128,8,0,0
2020-03-13,OK,0,0,0,0
2020-03-13,OR,0,0,0,0
2020-03-13,PA,73,19,0,0
2020-03-13,RI,51,6,0,0
2020-03-13,SC,29,2,0,0
2020-03-13,SD,17,1,0,0
2020-03-13,TN,0,8,0,0
2020-03-13,TX,655,0,0,0
2020-03-13,UT,93,2,0,0
2020-03-13,VT,50,0,0,0
2020-03-13,VA,85,13,0,0
2020-03-13,WA,4326,133,0,3
2020-03-13,WV,1,0,0,0
2020-03-13,WI,71,14,0,0
2020-03-13,WY,33,0,0,0
2020-03-13,NA,0,0,0,0
2020-03-14,AL,16,5,0,0
2020-03-14,AK,84,0,0,0
2020-03-14,AZ,478,3,4,0
2020-03-14,AR,38,3,0,0
2020-03-14,CA,50,50,0,1
2020-03-14,CO,192,30,0,0
2020-03-14,CT,143,5,0,0
2020-03-14,DE,9,2,0,0
2020-03-14,FL,199,20,0,1
2020-03-14,GA,130,24,0,0
2020-03-14,HI,7,0,0,0
2020-03-14,ID,45,2,0,0
2020-03-14,IL,264,14,0,0
2020-03-14,IN,264,3,0,0
2020-03-14,IA,1,1,0,0
2020-03-14,KS,0,0,0,1
2020-03-14,KY,35,3,0,1
2020-03-14,LA,87,15,0,0
2020-03-14,ME,83,0,0,0
2020-03-14,MD,0,9,0,0
2020-03-14,MA,935,15,0,0
2020-03-14,MI,27,367,0,0
2020-03-14,MN,334,28,0,0
2020-03-14,MS,45,2,0,0
2020-03-14,MO,28,2,0,0
2020-03-14,MT,52,4,0,0
2020-03-14,NE,13,1,0,0
2020-03-14,NV,444,12,0,0
2020-03-14,NH,70,1,0,0
2020-03-14,NJ,21,21,0,0
2020-03-14,NM,74,4,0,0
2020-03-14,NY,1290,164,0,0
2020-03-14,NC,0,8,0,0
2020-03-14,ND,21,0,0,0
2020-03-14,OH,174,0,0,0
2020-03-14,OK,1,1,0,0
2020-03-14,OR,0,11,0,0
2020-03-14,PA,175,6,0,0
2020-03-14,RI,56,0,0,0
2020-03-14,SC,36,1,0,0
2020-03-14,SD,16,0,0,0
2020-03-14,TN,0,6,0,0
2020-03-14,TX,960,0,0,0
2020-03-14,UT,172,0,0,0
2020-03-14,VT,89,3,0,0
2020-03-14,VA,79,0,0,0
2020-03-14,WA,2376,179,0,4
2020-03-14,WV,1,0,0,0
2020-03-14,WI,130,0,0,0
2020-03-14,WY,43,1,0,0
2020-03-14,NA,29,0,0,0
2020-03-15,AL,12,6,0,0
2020-03-15,AK,0,0,0,0
2020-03-15,AZ,261,0,10,0
2020-03-15,AR,42,4,0,0
2020-03-15,CA,41,41,0,0
2020-03-15,CO,179,0,0,0
2020-03-15,CT,123,9,0,0
2020-03-15,DE,32,0,0,0
2020-03-15,FL,436,40,0,1
2020-03-15,GA,241,33,0,0
2020-03-15,HI,31,0,0,0
2020-03-15,ID,3,3,0,0
2020-03-15,IL,224,18,0,0
2020-03-15,IN,288,4,0,0
2020-03-15,IA,1,1,0,0
2020-03-15,KS,44,2,0,0
2020-03-15,KY,2,2,0,0
2020-03-15,LA,86,39,0,2
2020-03-15,ME,296,0,0,0
2020-03-15,MD,0,5,0,0
2020-03-15,MA,1084,0,0,0
2020-03-15,MI,33,460,0,0
2020-03-15,MN,578,38,0,0
2020-03-15,MS,4,4,0,0
2020-03-15,MO,73,1,0,0
2020-03-15,MT,2,2,0,0
2020-03-15,NE,29,3,0,0
2020-03-15,NV,424,11,0,1
2020-03-15,NH,86,6,0,0
2020-03-15,NJ,43,20,0,1
2020-03-15,NM,248,3,0,0
2020-03-15,NY,1293,131,0,3
2020-03-15,NC,0,9,0,0
2020-03-15,ND,24,0,0,0
2020-03-15,OH,410,23,0,0
